y,z
-0.2645345,0.6705315
-0.91858,0.7954601
0.7741112,0.5623761
-0.7744169,-0.3134933
-0.5641258,0.6821719
1.3925,0.6516618
1.663651,0.4546549
1.146406,0.2273052
0.067729,0.4879094
-0.3253517,0.5721329
1.301556,0.3032969
3.021988,1.323875
2.460523,1.651407
0.7892931,-0.5395006
0.6727027,1.269576
0.2981872,1.013493
0.9118675,0.6248479
1.002509,0.7483059
1.015903,0.8738549
2.590311,1.007049
1.458607,1.846701
1.088534,0.0971042
-1.194625,1.870664
0.4685121,-1.689314
3.804521,1.494575
2.68756,3.509095
4.248228,1.779965
4.920105,3.779144
2.350398,3.561139
2.417162,-0.7161372
2.228673,5.274932
3.37937,-0.3244376
2.896663,2.132232
2.154727,2.643985
0.3956854,-0.5346165
0.0633529,0.9447087
0.8674974,0.829991
2.007981,1.578707
3.538262,2.309729
5.34434,2.462472
4.925446,3.153098
4.787776,4.067836
4.459685,2.246093
4.238488,2.581318
3.363748,2.071103
1.676815,-0.0921485
3.316352,3.12475
3.04206,0.1570531
3.745713,3.671769
6.064215,4.445469
4.555662,3.539853
2.730795,1.153588
2.259857,3.883394
5.757137,1.757864
5.52586,4.974161
4.9366,1.536123
2.352331,3.476897
2.21638,0.2599446
1.228429,2.43859
1.71782,1.972859
1.692148,-0.0479993
0.7257941,1.474947
1.39992,0.2359714
-0.4419284,0.6944256
-0.3045947,0.8236957
0.0935671,-1.520976
0.6885603,1.247851
0.7087315,-0.7567129
0.944771,2.553703
0.8052862,0.2262749
2.434853,1.163343
2.16562,2.182885
1.396783,1.069061
2.076989,0.8653919
1.868454,2.359298
2.739858,1.038836
2.943723,2.531768
3.18381,1.540324
1.388528,3.157745
2.114507,0.7987603
1.161365,1.985343
2.409839,2.149243
2.229801,0.6947777
0.7570046,2.249762
-0.5660357,-0.6872188
-0.3706679,1.093199
0.1629318,0.1155449
1.61528,-0.1031893
0.1743848,0.5562447
0.7990972,0.1360864
2.630614,3.116112
2.927513,0.6979192
3.305065,2.735741
3.857009,1.379738
3.811632,3.726137
3.652744,3.727197
4.191395,4.029984
5.254122,3.009254
5.288333,3.71738
2.968473,2.937825
2.196048,0.8123198
2.462305,2.183743
2.872731,-0.468803
0.8941365,1.787578
1.166915,-0.1687701
0.2010165,0.8488305
0.6276799,1.037546
0.9445574,1.812948
0.3690797,-1.51706
-0.1263027,1.102984
0.6423396,1.022877
0.1675369,-0.064677
0.8517816,1.326586
2.033476,1.844975
3.102369,2.805619
3.010886,0.8094569
-0.8870853,2.040611
2.948755,2.453026
2.996798,1.803307
5.148614,1.50129
3.306813,2.240076
0.8644544,2.212216
0.0651039,-0.5196973
1.381927,-0.5319003
0.6795201,1.704302
2.366126,0.4770866
2.634063,1.907711
2.526762,2.504582
3.398088,2.639678
4.157262,1.486079
4.080093,4.371752
6.129566,1.725013
4.618423,4.320661
4.307062,2.208732
3.624582,3.590245
3.700758,1.541547
2.395137,2.742559
3.523282,1.080664
3.133467,3.985794
3.232867,0.069617
1.844961,0.9524094
-0.9146513,1.563012
-1.753555,-1.655682
-3.173159,-1.347782
-2.673092,-1.948233
0.0051888,-0.9218362
1.125051,0.946557
1.13599,0.6891838
0.7189303,0.0980509
1.000032,-0.6033099
-0.6836916,1.322876
-0.8136005,-1.503595
-1.69318,1.035721
-0.4757702,-0.5852476
0.4115354,-0.1845623
1.785869,0.0009307
-0.5673015,0.9631402
-0.4042949,-0.0326789
0.4088631,-0.0116106
1.97201,2.104214
2.643254,-0.1572948
2.268105,3.666185
1.637858,0.0534805
1.454884,1.601903
1.918224,-0.5864723
1.045292,1.517708
1.193229,-0.602758
2.167051,1.535061
0.2801866,2.612291
1.117587,1.022949
0.6141244,0.3551568
0.0597361,-0.2692201
-0.4403636,-0.3243279
-0.0179917,1.649231
0.0079163,-0.9761686
0.3403496,1.460493
-0.0441853,0.9073647
1.084296,0.186154
1.26289,0.9365183
1.720286,1.366091
2.818404,-0.6258268
3.030838,2.361898
3.215344,1.364339
1.981441,2.268741
1.319564,2.086879
3.061259,1.35409
2.910342,2.308942
2.591139,2.731647
4.474391,1.747492
4.99699,3.953336
4.648722,3.991465
4.664152,4.420666
4.954082,4.681867
4.971558,1.130677
2.581681,2.580071
2.005188,3.223403
2.681308,-0.3214665
3.838298,2.651483
2.450134,0.2887158
2.755179,1.853724
3.835399,2.159068
4.178559,4.002439
4.703073,2.864062
4.507213,3.350231
3.570387,3.880957
2.926237,0.6507406
3.831195,4.262928
5.734067,1.28407
6.619726,5.442677
4.095481,4.819627
4.706731,1.929235
6.700836,4.742838
8.34774,5.938826
6.226898,3.989527
5.337049,3.400702
5.406215,2.764957
5.615815,1.749164
4.11385,4.443581
4.105383,2.074167
1.224008,0.6008338
-0.4569944,-1.441507
-0.0658163,-0.3669889
-0.8393754,-0.5285653
-0.295467,-1.273362
-1.752605,-1.103031
0.5037379,1.390438
0.1611971,0.1423317
-0.3137848,-0.1802865
-0.8115801,-1.275379
0.2599434,0.0988351
-0.1698714,-0.9685355
-0.80515,0.5555846
0.1261749,0.0866879
-0.4990432,-0.1063262
1.458672,-0.2982332
1.535048,2.083278
0.6874651,0.583542
1.087325,0.3633069
1.665501,2.961599
1.448604,-0.7650291
2.334298,2.17161
0.5286717,-0.8095622
1.400618,1.021208
3.69391,2.248916
2.931333,2.35178
1.929056,2.145833
1.524869,1.292954
2.618233,0.4912408
2.251513,2.04786
2.720167,3.527087
3.583132,1.496459
4.886122,2.04784
2.371928,0.1820109
-0.9527277,1.2071
-1.699157,-1.252488
-1.949764,-1.609925
-1.580912,-0.6857557
-0.2070949,-1.26728
0.7595907,-0.4167853
0.2020692,-0.1645493
1.533306,0.1459325
0.2996978,2.008912
0.5250245,-0.4867442
2.182846,0.6390281
3.357157,2.436488
3.43178,2.187775
2.209666,0.0249403
-0.3750832,1.696135
0.0362822,-0.7818845
-0.848621,0.3523954
-0.9749615,0.1672376
-1.865246,-1.504797
0.0147334,-0.2056598
1.435173,-0.2447405
1.758,1.110442
2.199679,2.135173
3.230932,0.3352697
3.204108,1.768604
4.827515,5.511205
5.876215,2.058846
1.79801,2.587131
-0.5208064,0.9272629
0.5770433,-1.292098
0.6340094,1.837856
-0.5651499,-0.5737771
-0.9570655,-0.9907867
-0.447018,-0.9603539
-1.409744,-0.3740396
-0.8145735,-0.596222
-0.9534377,-2.312474
-0.2960809,0.4330693
1.801904,1.370555
3.60789,2.571763
2.005361,2.996406
2.85181,3.08504
5.983158,1.457305
5.340554,4.980478
4.414149,3.512852
3.080693,3.536615
1.840842,0.4523257
0.0243469,1.366415
0.9247818,1.090712
0.55259,0.2831409
1.533551,0.6430293
1.001607,-0.7885655
1.107367,1.275016
-0.580864,0.8626981
-1.546995,-1.410702
-1.883194,-2.39871
-3.45851,-2.463028
-3.237852,-1.989286
-3.279102,-2.002992
-3.325963,-1.915686
-0.2010051,0.0267834
1.517748,-0.6223125
1.374296,1.986329
1.927041,3.196654
2.460243,-0.1251366
1.422513,1.755778
3.394556,0.9090325
3.5209,2.946523
3.80451,2.384578
3.777585,4.908958
3.817267,2.241994
4.497461,2.013472
4.670641,3.330993
4.54373,2.664838
2.974852,2.438096
2.05422,2.119442
2.694295,-0.5501001
1.217285,2.437962
1.63632,1.395045
1.596648,1.010045
2.523228,2.128822
1.795348,0.9804564
0.7647035,1.980954
1.714398,2.160282
2.401229,-2.020022
1.735083,4.546589
0.5964792,-1.748823
0.742462,1.728591
-0.2441061,-0.2673514
1.433988,-0.5665794
2.670263,2.601399
3.04085,1.571553
2.10933,1.657061
2.140762,0.0821559
3.314037,0.2279218
2.321896,2.245381
2.570871,1.965086
3.294205,0.2730096
2.249316,2.494867
3.844582,2.195045
3.446176,3.20986
2.334991,1.920436
2.659907,1.735155
2.862324,2.594625
4.20552,1.49927
1.745956,3.448897
1.651077,1.723858
1.28176,-0.7612887
-0.2669579,2.833679
1.105579,-0.8489443
2.661324,1.971619
3.715904,3.382225
3.626702,3.234154
6.068602,2.809735
4.800814,3.728029
2.862455,1.115497
3.751514,2.449857
3.792202,1.981598
2.864176,2.609928
4.312886,3.362748
3.96319,1.488812
2.380529,5.457015
3.181391,-0.3416564
3.80964,4.403918
5.629256,1.805361
3.755977,2.671601
2.225391,1.049994
3.637578,3.991072
5.682204,2.667761
4.598637,2.899934
3.942493,2.976577
1.889884,1.412948
1.055675,2.945276
2.142898,1.905153
0.9864004,0.4384086
1.156793,1.061204
1.332392,1.262634
3.16491,-0.3861583
1.344051,2.846489
3.253218,2.278455
4.698283,0.9965267
4.247874,4.929518
4.213707,1.962873
5.805879,3.558058
4.437489,4.143703
6.734707,4.261154
5.254827,4.214239
5.760111,3.046179
3.520301,1.610222
5.037082,2.690037
3.424887,1.096639
1.322156,2.688188
1.18671,-0.1172162
3.451814,3.174816
3.632507,-0.7609822
3.195336,4.652937
2.794756,0.8673999
2.903582,3.863559
3.214473,1.625248
3.668898,0.7997628
0.7343583,1.631175
1.047744,0.7143421
2.059557,-1.035749
0.3339521,1.46791
2.184695,-0.0492035
3.904166,2.945706
4.102307,3.307785
3.514389,1.788736
2.503025,2.414523
1.736131,0.6856592
1.933746,2.145835
2.28603,2.29765
3.998367,2.614606
2.83165,1.749286
1.969193,2.67138
1.528382,0.8678121
2.981155,0.0321285
2.172633,4.229978
2.590278,1.802191
2.775146,1.454156
3.774879,2.928457
3.628008,3.82034
3.630486,1.333065
2.163497,1.269276
1.441783,0.4454313
2.084873,1.554299
2.377537,1.878759
2.862271,2.288475
2.831517,1.512073
4.097869,3.39201
2.315919,1.148216
0.7543336,2.164393
0.7874796,0.9291846
0.9396259,1.039339
0.9220162,1.371988
2.913457,2.192321
2.687856,3.105939
2.656064,1.029258
1.346573,1.49408
2.495785,1.199353
1.844769,2.315897
0.9837852,0.8764818
1.431823,0.1952301
1.045575,1.910658
1.019912,-0.9366735
2.450725,1.342253
2.214567,0.7448651
1.686428,0.8766357
0.8460885,-0.8287205
1.463014,2.271617
2.283135,2.747228
1.759133,-0.896638
0.9796137,2.973169
0.4476831,-2.398835
0.691295,-0.1431409
0.2372905,0.7808034
2.246553,0.6305028
2.292066,3.190845
2.627255,-0.0140662
0.4628835,0.4128131
-1.386518,0.2676068
-0.2508782,-0.3512686
-0.0653249,-0.1900507
0.1016482,0.2392672
-1.445957,-0.8619985
-0.3843042,0.5147288
-0.1418168,-0.3845125
-0.1144837,0.8388571
-0.4384837,-0.2145604
1.238299,-0.3111921
1.399392,0.9052861
0.805108,2.026864
1.394688,0.7133119
1.178778,1.84697
2.618927,0.3460565
2.760079,3.075034
3.481198,2.324379
1.831749,2.607775
2.571945,-0.3204224
0.6980226,2.19824
-0.171679,0.416693
0.7376931,1.472948
2.566478,1.459375
2.035393,2.709239
1.866728,2.320961
1.446516,0.5420814
1.206905,1.276266
0.8155761,1.861048
1.060972,0.1860457
2.295218,2.520148
1.899003,1.004518
-0.147115,0.787689
1.103594,-0.1725143
1.460417,1.104625
0.9315858,-0.6841456
0.762421,1.422528
0.0830634,1.056405
1.32231,-0.455887
-0.6184316,0.2650957
-0.014589,0.3692214
1.608041,-0.2819383
2.638038,1.621227
4.364996,2.334074
3.985439,-0.0141405
2.862627,3.041785
1.930909,1.674761
1.73393,2.659338
3.08883,1.564198
1.751364,0.3196228
1.178144,0.6216523
3.295402,1.652121
3.326176,0.9992505
2.734027,3.24271
1.285732,0.9649835
0.8738211,0.1165711
1.965268,0.8772494
2.700815,1.621315
0.6108778,1.55887
-0.015635,-0.6873897
-0.3764043,1.341053
1.525085,0.0176209
0.9327081,0.7509982
-0.0435705,-0.0945526
-2.905662,-0.8065914
-0.7999649,-0.0959861
-0.1229218,-0.5605003
1.268245,0.1770158
1.899166,2.455621
3.081516,1.618448
3.360818,0.7423161
2.374098,1.104302
2.413333,2.264453
3.446239,1.458549
3.611824,2.522209
3.150724,2.661512
2.240338,2.5458
1.753759,2.084782
-1.976351,-0.1934786
-1.762592,-2.526202
-1.317958,0.5430169
-1.519104,-1.112346
-1.669943,0.2631563
0.112143,-0.0137103
2.090205,2.2539
1.432502,1.15655
2.13424,-0.7766976
3.729263,3.822599
2.04102,1.706887
-0.254489,-0.1303828
-1.718068,0.2509115
-1.144914,-1.876902
-1.080457,-0.3566594
-0.5524177,-0.0973174
2.064163,1.627775
2.638994,3.242216
2.264006,0.5497944
1.722185,2.779891
2.689471,-0.8635976
2.4756,0.6778154
2.665834,1.681816
1.955674,1.78265
-0.2192485,0.3540043
-0.3012866,0.6186877
1.350554,0.4147741
1.252867,0.4476451
1.56403,2.666965
2.150632,1.102192
0.2140052,-0.5017678
0.8334278,1.091326
2.883621,-0.1708568
2.789151,2.578182
2.98513,0.8423122
4.005134,2.823609
4.493305,2.397765
3.363912,2.184278
2.957408,0.7095383
-0.3022777,0.7871768
-0.3675172,0.164835
0.5496622,-0.0006747
-0.4067387,1.818565
0.295615,-0.1131148
-0.9727286,-0.1592696
-0.0773286,0.0351701
3.032447,-0.2286719
2.314313,2.898666
1.412243,1.875186
1.602833,0.4678233
1.398333,1.181659
-0.692664,-0.5224265
0.694988,0.545784
1.443621,0.1380169
0.799255,-0.767625
0.6045725,0.278003
-0.4130903,1.168284
0.5191901,-0.6910942
-0.3414706,2.037528
-0.0661928,-2.888242
-1.909032,-0.4476086
-2.061831,-1.279845
-0.6592709,-1.938899
0.2767184,0.6255792
-0.9018799,-0.0746428
-1.00763,-2.53521
-0.5451453,-0.2291041
0.2795562,0.3098955
0.5244642,-0.5614149
1.094748,1.274252
0.9394244,1.499852
-0.4774196,0.4019547
-0.9890656,-0.6546004
0.3032296,0.4412145
1.739811,1.630781
3.418169,0.6155481
2.724117,3.152031
3.977156,1.113647
4.328875,4.118526
3.194653,3.407713
2.510678,0.5048138
4.467415,1.866106
2.870097,2.59862
2.500041,1.418186
1.938658,2.018783
1.445279,1.525942
1.21454,2.575727
-1.482167,0.3748448
0.0992206,-0.2597856
1.587865,-0.2730802
0.7063728,1.788785
0.9726771,0.3846627
0.9315745,0.5606883
1.844843,1.6502
1.755931,1.911244
3.427838,1.960489
4.725655,1.285878
3.236515,4.331302
4.389504,1.775652
3.336556,1.497797
3.030167,3.188289
3.951264,2.083183
5.116692,3.490317
2.493834,2.120723
1.973287,2.132208
1.8636,-1.121704
1.970248,0.4280962
1.7952,1.607813
1.242952,1.755136
0.67715,1.065824
0.4943192,-0.0847938
0.6528228,1.637182
1.409689,1.073859
2.114348,0.6524889
1.520455,1.638778
2.021841,0.261468
1.148643,1.458207
2.117553,1.264849
1.764281,0.2338832
1.499743,1.000422
1.568049,0.545592
2.061367,0.6219111
2.732233,2.378767
3.652697,0.5648948
2.767285,3.454717
3.775262,3.986951
4.140788,4.178658
5.345553,3.323088
4.325603,2.289539
3.248149,2.817078
3.579964,2.770641
4.375058,3.208836
5.908841,4.92977
5.851707,5.175381
5.379188,3.731614
4.904728,2.380368
4.126114,3.852371
4.792102,3.720794
5.790478,3.636381
7.583328,5.830061
7.843137,5.038096
5.296396,4.221658
4.840304,4.852571
2.186922,1.177314
1.407623,1.493833
1.63309,-0.2806464
1.806517,1.849356
3.529373,1.005773
3.776381,3.945031
4.611837,2.488334
3.156141,0.3770475
2.113294,2.859145
1.23385,0.5090002
1.505264,2.089183
2.305907,0.5157745
0.5796316,2.748563
2.632595,0.7147431
1.08212,0.4770027
-0.5633215,1.338022
1.785758,-1.15716
2.704999,3.241937
3.303167,2.134659
3.932691,2.957518
3.059451,0.7441268
2.913803,4.471028
3.699328,2.013271
2.007782,2.310509
-0.4983317,1.21295
-3.943299,-0.3256623
-0.9999526,-1.994805
-2.169175,-1.557364
-0.9915237,-0.5118101
0.7600635,-0.6505795
2.019585,2.311623
2.638173,1.658353
3.964455,0.0379684
3.652289,1.010887
1.457684,2.794924
0.7637193,1.311848
0.3824014,-0.727159
-0.1177313,0.9206086
2.531496,0.8632694
4.147464,3.191525
4.830567,2.372985
4.044612,1.700149
4.218925,2.793036
5.128994,3.334398
5.257537,3.74273
2.314036,1.995716
1.829359,1.054391
3.786017,2.13932
3.401568,3.329481
3.621714,2.862037
3.012294,1.380006
1.918075,2.253147
1.571996,0.6371465
2.387563,1.050592
2.728835,1.880959
3.883403,2.270619
3.052034,1.67288
1.617297,-0.1463664
0.1089874,0.612826
1.176536,-0.5594665
1.429453,1.79376
2.454055,0.2587929
1.826767,2.13029
3.405773,0.5642948
4.357882,3.393898
5.53553,2.565346
3.703718,2.267306
2.960668,1.796482
2.666679,2.173041
2.601979,1.723538
1.404972,0.2327224
3.205907,2.692757
3.747681,0.6358039
3.410393,4.589512
5.039133,1.313109
3.009247,1.834068
0.8447807,1.345743
1.653979,0.1052907
1.983524,1.311554
2.911891,2.145648
3.072275,1.322713
3.73531,2.771832
2.542529,3.483617
2.624065,1.649904
2.873625,1.942657
2.95892,2.218904
2.271589,1.71608
3.895801,2.41539
3.041119,2.043371
2.572038,1.667994
4.439323,3.460896
5.220895,3.820768
3.652216,3.575679
2.923453,2.326383
2.695111,1.31177
2.927351,3.211337
3.510858,2.57074
2.785331,1.049281
2.120046,1.412042
0.9706351,-0.2012046
1.774436,0.8851747
2.681245,2.093954
2.93496,1.869044
2.910807,1.195634
3.308109,2.518196
2.013468,-0.1489654
1.087492,2.71208
1.000802,2.014897
0.3359497,-0.1772254
-0.1605728,0.742104
0.0499035,0.5020855
-0.6622417,1.702331
0.0786984,-0.9915662
0.0667107,1.419524
0.4570712,-0.4899248
-0.1034027,0.3458279
-0.6266477,0.5650942
0.2014848,-0.6051216
-1.760638,1.14464
-2.327935,-1.362355
0.019194,1.213826
1.401477,0.9184825
3.556362,1.880081
3.600097,4.02055
2.62327,1.784624
1.852627,2.138891
0.2506138,0.520111
0.8631836,-1.512832
2.31879,2.455837
1.898715,0.0078875
1.089474,3.622159
1.447364,-0.6601985
0.2654336,-1.410858
1.40666,2.792652
1.16775,-0.1387419
0.4306318,1.035059
2.165281,0.5419365
2.065336,3.027811
1.903738,-2.150489
1.475348,1.921014
1.03558,1.694471
2.660077,1.379169
3.095607,1.728471
-0.3769403,2.007753
-0.0235225,-0.2221799
1.795341,-0.2966088
2.205661,2.222157
2.974645,1.21364
2.023172,1.911269
1.32395,0.0604904
1.916465,2.78349
1.717157,0.2589689
1.980802,3.60492
1.753308,0.0891567
1.664604,-1.577175
2.513897,3.662126
2.547062,1.827053
4.580876,2.354987
4.471854,4.162764
3.792238,3.159989
2.942055,2.746818
4.121095,2.051671
4.168825,3.142195
4.17027,2.271829
3.379804,5.710409
4.404953,1.713194
5.880338,5.083465
6.113101,4.058243
4.577999,3.634071
3.551403,2.229786
3.220592,1.321065
4.266634,3.823594
5.408506,4.074992
4.391397,3.107273
3.68645,1.176351
4.342572,1.383039
2.115476,2.528183
0.4827146,-0.1974155
1.064369,1.905867
1.200993,2.731177
-0.1440087,-1.205102
0.1584643,1.940238
0.3007101,1.647812
-0.792195,0.6128499
0.0571091,-0.1746421
1.632877,-0.1029164
1.19726,0.3707545
1.881359,1.13357
2.278506,0.6824752
2.043488,-0.4938478
-0.3962418,2.059779
0.9036062,1.151101
2.879722,1.645072
4.716434,4.004815
5.786295,3.039175
6.242013,3.182268
5.729659,3.949874
4.96161,4.194413
5.800353,3.951699
3.961292,2.579849
3.788445,1.84807
-0.0219452,2.755286
2.160262,1.158831
5.443974,4.853433
7.160696,2.259866
5.672067,4.62593
4.950696,2.236938
2.397306,2.239299
2.450896,1.386278
1.348901,1.398014
1.787208,1.291713
2.12889,0.1396967
1.065132,0.9796602
1.306175,0.8731588
1.798222,0.5519238
1.341642,0.3840421
2.358426,1.490468
1.841703,1.999776
2.41376,1.515492
1.923934,0.7872729
1.649957,1.803011
3.869185,1.522798
5.366945,4.190693
4.257554,2.528789
3.307742,3.097271
3.343137,2.628739
3.794642,1.587934
4.315236,3.314523
2.518226,2.050166
0.9476122,2.370891
1.97718,-0.3196139
2.152375,3.079057
1.522616,0.3233294
0.142947,0.7865842
0.5418031,-0.1174206
-0.501056,0.6924336
-0.3800649,1.357729
1.515717,-2.002811
-0.6028687,2.725061
0.4521272,0.7533219
0.7629538,2.250722
1.826545,-0.4915562
1.217078,2.599864
2.937784,0.1567063
2.243219,2.252692
2.067973,0.4331712
1.284897,1.842311
0.8064786,0.8957005
0.9578426,1.397797
1.746939,1.391764
1.176332,0.6468227
1.248115,3.561411
0.4449798,-2.005286
0.0076356,0.5599656
-0.6821144,-0.9876454
-1.476515,-0.1518598
-1.955629,-0.3331246
-0.2142377,-0.8948978
1.011795,0.824344
2.869519,3.773122
1.522701,0.2623725
1.849975,2.293941
0.5170259,0.6196362
0.7138492,1.174056
0.9942268,0.9185096
4.249912,3.146204
4.824689,0.2779078
2.695652,2.576374
2.688372,1.206707
3.000391,3.737516
0.8794152,-0.7896342
-0.5415129,0.3887628
-0.8705292,-0.8920856
-0.4060059,-0.7381183
0.3474535,1.35987
1.11159,0.2461088
2.25367,0.063125
2.78105,2.438224
3.347737,1.7147
2.699635,1.369577
2.16721,2.475256
2.672833,-0.0818887
2.418132,3.359974
3.245575,2.097379
0.8378602,1.727579
0.8067787,-0.8785406
0.8673087,0.067783
0.6491826,1.305781
0.3701352,-0.1524977
-1.890039,-0.2475553
-2.643429,-0.5754741
-2.999942,-1.560719
-2.627662,-1.334786
-0.5029576,-3.662313
-2.272083,0.8848323
-2.348344,-1.374093
-0.6538174,-0.892446
-1.965824,-0.8496204
-1.771387,-1.208768
-1.431816,-1.909405
0.5495077,-0.6506243
0.3493153,-0.1306614
0.2952191,-0.7870396
0.4718426,1.091739
1.607545,-0.2442254
0.9949566,-0.0325593
1.100192,0.8217663
2.179259,-0.7628912
3.155136,4.313695
3.48295,2.679131
2.169439,1.222578
1.563159,1.915276
2.725876,1.39163
5.238793,2.25637
4.993092,3.549105
2.291384,1.314551
2.986773,2.085987
2.390209,2.121351
2.229818,2.307271
0.6750236,1.567108
1.053443,-0.5178398
1.207315,0.7398841
2.316295,2.782228
2.449399,-0.6922036
0.5321807,1.302299
1.646748,0.1652347
1.193204,1.533315
1.937131,-0.0364244
3.536719,3.432246
1.600368,-0.2169479
1.584071,4.126441
0.7991056,-0.6166428
2.252029,1.197749
1.034895,0.8973216
-0.234784,1.906816
2.346936,1.432443
4.133286,2.077752
4.9351,3.236745
3.876147,2.273499
3.172247,1.771883
3.428268,0.8386187
3.414527,3.578847
3.136604,1.326954
3.292123,1.483992
2.499541,0.857692
3.346161,2.493947
3.6306,2.673778
4.149401,1.454025
2.390852,2.508309
1.541354,1.624971
3.591041,2.871809
5.560606,2.594571
3.304588,4.112566
2.381267,0.6753347
0.2309565,1.600594
1.189207,-0.5702752
2.336472,0.4378528
2.064656,2.696929
3.535706,0.6883534
2.751748,1.84634
2.945615,3.003904
1.670381,1.768869
3.16548,2.141531
5.625967,1.481007
3.880028,3.330167
5.285738,0.7172812
5.956881,3.463257
6.737301,4.527038
6.044839,3.850992
6.976773,3.586593
3.249856,4.890818
2.772636,2.482246
1.999615,2.560889
1.692509,0.4965548
2.309598,2.209474
2.946038,1.937631
2.786049,0.0540276
2.605059,2.4135
4.079118,2.01433
5.868679,3.97988
5.502594,2.89916
5.323775,3.968937
5.981738,3.087542
4.868497,3.744832
5.796568,3.570241
5.488468,3.345095
2.695407,1.872782
1.351944,2.372596
0.5364364,-0.1917021
0.1455804,0.2896208
-1.649644,0.9913889
0.7456387,-0.2457841
1.35877,2.455249
2.572298,0.1110914
1.176899,2.055783
2.227776,1.136763
2.37469,3.493282
2.026537,0.7372745
1.540632,1.767737
1.51669,-0.3890041
-0.1867185,0.1784399
1.361764,3.323154
1.773415,1.000592
0.4604455,-0.7842001
0.3848303,1.783822
1.270355,1.378487
3.31552,1.325202
2.17793,2.199145
2.600319,1.942909
1.963243,0.1601463
1.379786,2.930606
1.12593,2.318025
1.8169,-0.515677
2.287023,1.995552
2.450051,1.075466
3.528978,2.721419
4.842213,2.325106
3.264063,1.773644
2.045094,2.998286
0.3452241,1.415979
1.656874,1.284099
1.153349,2.15281
3.027318,1.311356
1.710817,0.6055692
0.0527155,2.192302
0.4782249,-0.4892948
1.328498,0.3399002
2.205576,1.476773
3.717117,1.426816
3.250047,2.780263
5.872407,5.246545
6.238469,2.38972
4.849258,3.071497
2.135633,2.979342
1.254231,2.120969
0.713064,-0.0452172
-0.5208613,-0.4973921
-0.9211338,0.7202857
