"LOCATION","Country","VAR","Variable","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2005","2005","CZK","Czech Koruna","6","Millions",,,233250,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2006","2006","CZK","Czech Koruna","6","Millions",,,278565,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2007","2007","CZK","Czech Koruna","6","Millions",,,302256,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2008","2008","CZK","Czech Koruna","6","Millions",,,261529,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2009","2009","CZK","Czech Koruna","6","Millions",,,219984,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2010","2010","CZK","Czech Koruna","6","Millions",,,243171,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2011","2011","CZK","Czech Koruna","6","Millions",,,269659,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2012","2012","CZK","Czech Koruna","6","Millions",,,250415,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2013","2013","CZK","Czech Koruna","6","Millions",,,255921,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2014","2014","CZK","Czech Koruna","6","Millions",,,338665,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2015","2015","CZK","Czech Koruna","6","Millions",,,367052,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2016","2016","CZK","Czech Koruna","6","Millions",,,364104,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2017","2017","CZK","Czech Koruna","6","Millions",,,352693,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2018","2018","CZK","Czech Koruna","6","Millions",,,316608,,
"CZE","Czech Republic","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2019","2019","CZK","Czech Koruna","6","Millions",,,344241,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1993","1993","CZK","Czech Koruna","6","Millions",,,124750,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1994","1994","CZK","Czech Koruna","6","Millions",,,147385,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1995","1995","CZK","Czech Koruna","6","Millions",,,166019,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1996","1996","CZK","Czech Koruna","6","Millions",,,200419,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1997","1997","CZK","Czech Koruna","6","Millions",,,225571,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1998","1998","CZK","Czech Koruna","6","Millions",,,240353,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1999","1999","CZK","Czech Koruna","6","Millions",,,239560,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2000","2000","CZK","Czech Koruna","6","Millions",,,261504,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2001","2001","CZK","Czech Koruna","6","Millions",,,285011,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2002","2002","CZK","Czech Koruna","6","Millions",,,299998,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2003","2003","CZK","Czech Koruna","6","Millions",,,309424,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2004","2004","CZK","Czech Koruna","6","Millions",,,340532,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2005","2005","CZK","Czech Koruna","6","Millions",,,365701,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2006","2006","CZK","Czech Koruna","6","Millions",,,394312,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2007","2007","CZK","Czech Koruna","6","Millions",,,433556,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2008","2008","CZK","Czech Koruna","6","Millions",,,457366,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2009","2009","CZK","Czech Koruna","6","Millions",,,411584,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2010","2010","CZK","Czech Koruna","6","Millions",,,416603,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2011","2011","CZK","Czech Koruna","6","Millions",,,446898,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2012","2012","CZK","Czech Koruna","6","Millions",,,458598,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2013","2013","CZK","Czech Koruna","6","Millions",,,461551,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2014","2014","CZK","Czech Koruna","6","Millions",,,484417,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2015","2015","CZK","Czech Koruna","6","Millions",,,519646,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2016","2016","CZK","Czech Koruna","6","Millions",,,556540,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2017","2017","CZK","Czech Koruna","6","Millions",,,609440,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2018","2018","CZK","Czech Koruna","6","Millions",,,660414,,
"CZE","Czech Republic","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2019","2019","CZK","Czech Koruna","6","Millions",,,698287,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1993","1993","CZK","Czech Koruna","6","Millions",,,130868,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1994","1994","CZK","Czech Koruna","6","Millions",,,143254,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1995","1995","CZK","Czech Koruna","6","Millions",,,175538,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1996","1996","CZK","Czech Koruna","6","Millions",,,207213,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1997","1997","CZK","Czech Koruna","6","Millions",,,232096,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1998","1998","CZK","Czech Koruna","6","Millions",,,252769,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1999","1999","CZK","Czech Koruna","6","Millions",,,269884,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2000","2000","CZK","Czech Koruna","6","Millions",,,297679,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2001","2001","CZK","Czech Koruna","6","Millions",,,328060,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2002","2002","CZK","Czech Koruna","6","Millions",,,302623,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2003","2003","CZK","Czech Koruna","6","Millions",,,306248,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2004","2004","CZK","Czech Koruna","6","Millions",,,361647,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2005","2005","CZK","Czech Koruna","6","Millions",,,378588,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2006","2006","CZK","Czech Koruna","6","Millions",,,428615,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2007","2007","CZK","Czech Koruna","6","Millions",,,465553,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2008","2008","CZK","Czech Koruna","6","Millions",,,434621,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2009","2009","CZK","Czech Koruna","6","Millions",,,400350,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2010","2010","CZK","Czech Koruna","6","Millions",,,424511,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2011","2011","CZK","Czech Koruna","6","Millions",,,453816,,
"CZE","Czech Republic","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2012","2012","CZK","Czech Koruna","6","Millions",,,441988,,
