"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.116533,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,1.057559,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.884048,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.803922,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.8038,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.796433,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.729672,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"ESP","Spain","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","NZD","New Zealand Dollar","0","Units",,,1.676203,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","NZD","New Zealand Dollar","0","Units",,,1.733514,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","NZD","New Zealand Dollar","0","Units",,,1.861792,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","NZD","New Zealand Dollar","0","Units",,,1.850513,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","NZD","New Zealand Dollar","0","Units",,,1.686522,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","NZD","New Zealand Dollar","0","Units",,,1.523877,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","NZD","New Zealand Dollar","0","Units",,,1.454848,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","NZD","New Zealand Dollar","0","Units",,,1.512421,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","NZD","New Zealand Dollar","0","Units",,,1.868249,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","NZD","New Zealand Dollar","0","Units",,,1.889614,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","NZD","New Zealand Dollar","0","Units",,,2.201149,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","NZD","New Zealand Dollar","0","Units",,,2.378751,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","NZD","New Zealand Dollar","0","Units",,,2.162191,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","NZD","New Zealand Dollar","0","Units",,,1.722099,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","NZD","New Zealand Dollar","0","Units",,,1.508681,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","NZD","New Zealand Dollar","0","Units",,,1.420273,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","NZD","New Zealand Dollar","0","Units",,,1.542056,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","NZD","New Zealand Dollar","0","Units",,,1.360675,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","NZD","New Zealand Dollar","0","Units",,,1.422727,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","NZD","New Zealand Dollar","0","Units",,,1.600877,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","NZD","New Zealand Dollar","0","Units",,,1.387834,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","NZD","New Zealand Dollar","0","Units",,,1.265811,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","NZD","New Zealand Dollar","0","Units",,,1.234284,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","NZD","New Zealand Dollar","0","Units",,,1.219408,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","NZD","New Zealand Dollar","0","Units",,,1.205433,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","NZD","New Zealand Dollar","0","Units",,,1.433975,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","NZD","New Zealand Dollar","0","Units",,,1.436525,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","NZD","New Zealand Dollar","0","Units",,,1.407408,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","NZD","New Zealand Dollar","0","Units",,,1.445258,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","NZD","New Zealand Dollar","0","Units",,,1.517875,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","NZD","New Zealand Dollar","0","Units",,,1.542058,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","NZD","New Zealand Dollar","0","Units",,,1.4138,,
"NZL","New Zealand","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","NZD","New Zealand Dollar","0","Units",,,1.577183,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.314578,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.354514,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.393782,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.423844,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.435855,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.450408,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.466039,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.494406,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.51638,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.515743,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.521518,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.544324,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.564485,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.564715,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.554676,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.553701,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.53743,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.515535,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.502093,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.506407,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.504542,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.491124,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.485412,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.491548,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.503194,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.516433,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.526001,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.517534,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.519992,,
"SVK","Slovak Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.533526,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.115053,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.339205,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.47255,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.537509,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.494569,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.564865,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.666368,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.693266,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.758509,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.929127,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.012973,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,1.002538,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.86427,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.802792,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.804146,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.797147,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.729672,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"SVN","Slovenia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","INR","Indian Rupee","0","Units",,,5.495992,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","INR","Indian Rupee","0","Units",,,6.047286,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","INR","Indian Rupee","0","Units",,,6.442613,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","INR","Indian Rupee","0","Units",,,6.914083,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","INR","Indian Rupee","0","Units",,,7.445126,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","INR","Indian Rupee","0","Units",,,7.953088,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","INR","Indian Rupee","0","Units",,,8.401703,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","INR","Indian Rupee","0","Units",,,8.794171,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","INR","Indian Rupee","0","Units",,,9.392878,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","INR","Indian Rupee","0","Units",,,9.546556,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","INR","Indian Rupee","0","Units",,,9.675326,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","INR","Indian Rupee","0","Units",,,9.766415,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","INR","Indian Rupee","0","Units",,,9.973858,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","INR","Indian Rupee","0","Units",,,10.159126,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","INR","Indian Rupee","0","Units",,,10.459989,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","INR","Indian Rupee","0","Units",,,10.712126,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","INR","Indian Rupee","0","Units",,,11.264471,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","INR","Indian Rupee","0","Units",,,11.729724,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","INR","Indian Rupee","0","Units",,,12.567122,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","INR","Indian Rupee","0","Units",,,13.366222,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","INR","Indian Rupee","0","Units",,,14.597721,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","INR","Indian Rupee","0","Units",,,15.549549,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","INR","Indian Rupee","0","Units",,,16.160835,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","INR","Indian Rupee","0","Units",,,17.342325,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","INR","Indian Rupee","0","Units",,,18.386549,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","INR","Indian Rupee","0","Units",,,19.235003,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","INR","Indian Rupee","0","Units",,,19.898727,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","INR","Indian Rupee","0","Units",,,20.647793,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","INR","Indian Rupee","0","Units",,,20.949321,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","INR","Indian Rupee","0","Units",,,21.073227,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","INR","Indian Rupee","0","Units",,,21.988508,,
"IND","India","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","INR","Indian Rupee","0","Units",,,23.138138,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1990","1990","PLN","Zloty","0","Units",,,0.23548,,
"POL","Poland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1991","1991","PLN","Zloty","0","Units",,,0.375156,,
